Item,Description,Dim,Dimension,GDim,Tipo,Unit
Item_1532,MOLE ATOCPAN PASTA 5,3055,Moles DP,Especias,Venta,KG
Item_1533,AJONJOLI SCRAP RUI,5030,Dulces,Producción,Procesadora,KG
Item_1534,OFTEN PALOMERO JCKS SUP 20K,8008,Maiz,Semillas,Venta,KG
Item_1535,PURE GROUND BLACK CHILI,5003,Chiles M,Producción,Procesadora,KG
Item_1536,COLOR NARANJA PASTOR 85% 250GM,1505,[M] Colores,Abarrotes,Venta,PZ
Item_1537,MEDIUM SUNFLOWER W/C 22.68 KG,8004,Girasol,Semillas,Venta,KG
Item_1538,CHILTAJIN MARTAJADO FIRST,5003,Chiles M,Producción,Procesadora,KG
Item_1539,SCRAP BAGS,1605,[M] Comp Empaques,Abarrotes,Venta,PZ
Item_1540,WHOLE TURMERIC 25K,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_1541,BULLET KRAFT PAPER 50K,1220,Papel,Abarrotes,Venta,KG
Item_1542,PLUM 30/40 PONELESS 10K,4002,Ciruelas,Frutas Secas,Venta,KG
Item_1543,NUT HALVES MEX JUMBO 10K,6030,Nuez,Nueces y Almendras,Maquila,KG
Item_1544,DEHYDRATED KIWI 10K,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_1545,CAMARON ESC ESTERO CHICO,7002,Camaron,Productos del Mar,Venta,KG
Item_1546,MEMITO CHAMOY,5005,Saborizantes,Producción,Procesadora,KG
Item_1547,MEMITO SABOR OF CHAMOY,5005,Saborizantes,Producción,Procesadora,KG
Item_1548,MEMITO GRAPE FLAVOR,5005,Saborizantes,Producción,Procesadora,KG
Item_1549,MEMITO CURRANT FLAVOR,5005,Saborizantes,Producción,Procesadora,KG
Item_1550,CURCUMA MOLIDA 10K,5004,Especias M,Producción,Procesadora,KG
Item_1551,BAKED GERM XILOU 1k B/30K,1203,Granolas,Abarrotes,Venta,KG
Item_1552,SALVADO XILOU NAT PTE B/30KG,1203,Granolas,Abarrotes,Venta,KG
Item_1553,"TAMARIND EAT ""EGG BOX""",4010,Tamarindo,Frutas Secas,Venta,KG
Item_1554,PLUM 50/60 C10K,4002,Ciruelas,Frutas Secas,Venta,KG
Item_1555,RUIMEX CAPS,1904,[M] Uniformes,Abarrotes,Materiales,PZ
Item_1556,MESH WALNUT 6-10 W,6030,Nuez,Nueces y Almendras,Venta,KG
Item_1557,COD ROTATION SECOND RP,7005,Campeche,Productos del Mar,Venta,KG
Item_1558,AROMATIC HERBS,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_1559,MENONA CHEESE,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_1560,IBERIAN BUTTER,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_1561,GROUND MEAT,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_1562,PAVO NATURAL,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_1563,CAMARON 40GMS,7002,Camaron,Productos del Mar,Venta,KG
Item_1564,CINNAMON CASIA BULK,3002,Canela,Especias,Venta,KG
Item_1565,DISPOSABLE,1401,Abarrote S/C,Abarrotes,Venta,PZ
Item_1566,RUMX OLIVE OIL GALLON 4PZ 5L,1103,Aceites,Abarrotes,Venta,PZ
Item_1567,CRUMBLED COD 1A FIN,7001,Bacalao,Productos del Mar,Venta,PZ
Item_1568,CAMARON ESCUINAPA 28GM,7002,Camaron,Productos del Mar,Venta,KG
Item_1569,PLUM ORCHARDS 60/70 10K,4002,Ciruelas,Frutas Secas,Venta,KG
Item_1570,WHITE EGG,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_1571,HORCHATA RENDER 250g,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_1572,COCONUT RENDERING 250g,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_1573,HORCHATA MACHINE 1KG,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_1574,MOLE POBLANO DON ALVARO 10K,5050,Moles Alvaro,Producción,Procesadora,KG
Item_1575,GRAPE SEED AEROSOL OIL 140m,1101,Aceite PU,Abarrotes,Venta,PZ
Item_1576,AVOCADO AEROSOL OIL 140ml,1102,Aceite Aguacate,Abarrotes,Venta,PZ
Item_1577,GRAPE SEED OIL GALLON 5L,1103,Aceites,Abarrotes,Venta,GL
Item_1578,TRUPER 1K PASTA SPECIAL,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_1579,EMPTY CHILI BOX,1601,[M] Cajas,Abarrotes,Empaques,PZ
Item_1580,PLUM ORCHARDS 50/60 10K,4002,Ciruelas,Frutas Secas,Venta,KG
Item_1581,MILE GALON 7L,1401,Abarrote S/C,Abarrotes,Venta,GL
Item_1582,CHILE GUAJON PEDAZO SECOND,2140,Guajón,Chiles Secos,Venta,KG
Item_1583,MOLE DON ALVARO POBLANO 5k,5050,Moles Alvaro,Producción,Procesadora,KG
Item_1584,PLUM ORCHARDS 30/40 10K,4002,Ciruelas,Frutas Secas,Venta,KG
Item_1585,VARIOUS QR SUPPLIES,1903,[M] Insumos,Abarrotes,Insumos,UD
Item_1586,NORWEGIAN COD LING 7/12 25k,7001,Bacalao,Productos del Mar,Venta,KG
Item_1587,BIG FRUIT SUGAR GUM 8K,5030,Dulces,Producción,Procesadora,KG
Item_1588,ALL JABON,1223,Miscelaneos,Abarrotes,Venta,PZ
Item_1589,SHOE GO WELL,1904,[M] Uniformes,Abarrotes,Materiales,PZ
Item_1590,RUIMEX BANDS,1904,[M] Uniformes,Abarrotes,Materiales,PZ
Item_1591,COFIAS RUIMEX,1904,[M] Uniformes,Abarrotes,Materiales,PZ
Item_1592,PANTRY TOILET PAPER,1223,Miscelaneos,Abarrotes,Insumos,KG
Item_1593,NORWEGIAN COD LING 8/10 50K,7001,Bacalao,Productos del Mar,Venta,KG
Item_1594,BACALAO C/PIEL 8/10 C/50K LG,7001,Bacalao,Productos del Mar,Venta,KG
Item_1595,NORWEGIAN CRUMBLED MORUSA,7001,Bacalao,Productos del Mar,Venta,KG
Item_1596,MOLE PICOSO TOPPER 1K,5050,Moles Alvaro,Producción,Procesadora,PZ
Item_1597,MEMITO TAMARIND FLAVOR,5005,Saborizantes,Producción,Procesadora,KG
Item_1598,GRAPE FLAVOR ESSENCE 500ML,1506,[M] Esencias,Abarrotes,Materiales,PZ
Item_1599,COCONUT FLAVOR ESSENCE 500ML,1506,[M] Esencias,Abarrotes,Materiales,PZ
Item_1600,12222NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1601,3NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1602,70029NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1603,70030NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1604,70031NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1605,70037NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1606,70039NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1607,70040NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1608,70043NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1609,70044NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1610,70045NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1611,70046NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1612,70047NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1613,70048NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1614,70050NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1615,70051NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1616,70052NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1617,70053NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1618,70054NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1619,70055NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1620,70056NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1621,70057NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1622,70058NoHab,1401,Abarrote S/C,Abarrotes,Venta,
Item_1623,OIL 1-2-3,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1624,COOKING OIL,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1625,CRYSTAL OIL,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1626,ALPURA CLASSIC 1L,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1627,TUNA DOLORES OIL 100g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1628,TUNA DOLORES WATER 100g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1629,ATUN NAIR ACEITE 100g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1630,TUNA NAIR WATER 100g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1631,CARNATION CLAVEL 378g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1632,COFFE MATE 1K,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1633,COFFE MATE 311g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1634,COFFE MATE 435g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1635,ELOTES HERDEZ,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1636,LA COSTENA CHIPOTLE 105g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1637,LA COSTENA CHIPOTLE 220g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1638,LA COSTENA CHIPOTLE 380g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1639,RAJAS RIBS 105g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1640,RAJAS RIBS 220g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1641,RAJAS RIBS 380g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1642,LA LECHERA 397g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1643,MODERN ELBOW 2,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1644,MODERN ZERO NOODLE,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1645,MODERN LETTER,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1646,MODERN PEN,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1647,MODERN SPAGHETTI,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1648,NESCAFE 100g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1649,NESCAFE 200g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1650,NESCAFE 50g,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1651,VALENTINE YELLOW 1L,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1652,YELLOW VALENTINE 370ml,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1653,BLACK VALENTINE 1L,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1654,VALENTINA NEGRA 370ml,1224,Abarrotes,Abarrotes,Venta,PZ
Item_1655,MEAT Tenderizer C/25k,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_1656,FRYING SOFTENER B/25K,1503,[M] Aditivos,Abarrotes,Materiales,KG
Item_1657,ACEITE CARBONELL 950 ml C/12,1103,Aceites,Abarrotes,Venta,PZ
Item_1658,ACEITE CARBONELL 200 ML C/24,1103,Aceites,Abarrotes,Venta,PZ
Item_1659,ACEITE CARBONELL 450 ML C/24,1103,Aceites,Abarrotes,Venta,PZ
Item_1660,ACEITE CARBONELL EXT 250 C/12p,1103,Aceites,Abarrotes,Venta,PZ
Item_1661,CARBONELL EXTRA VIR750 OIL,1103,Aceites,Abarrotes,Venta,PZ
Item_1662,CARAPELI 1L C/8PCS,1103,Aceites,Abarrotes,Venta,PZ
Item_1663,GITANA OIL GALLON 5 LTO,1103,Aceites,Abarrotes,Venta,PZ
Item_1664,NO,1103,Aceites,Abarrotes,Venta,PZ
Item_1665,NO,1103,Aceites,Abarrotes,Venta,PZ
Item_1666,NO,1103,Aceites,Abarrotes,Venta,PZ
Item_1667,NO,1103,Aceites,Abarrotes,Venta,PZ
Item_1668,IBARRA BLUE OIL 473 ML C/24,1103,Aceites,Abarrotes,Venta,PZ
Item_1669,IBARRA BLUE OIL 200ml C/20p,1103,Aceites,Abarrotes,Venta,PZ
Item_1670,IBARRA SPANISH OIL 946 ML,1103,Aceites,Abarrotes,Venta,PZ
Item_1671,ACCEPT OLIVA FIKU GALON C/2PZ,1103,Aceites,Abarrotes,Venta,PZ
Item_1672,NO,1103,Aceites,Abarrotes,Venta,PZ
Item_1673,NO,1103,Aceites,Abarrotes,Venta,PZ
Item_1674,NO,1103,Aceites,Abarrotes,Venta,PZ
Item_1675,GRAPE SEED OIL 500ml Prefr,1101,Aceite PU,Abarrotes,Venta,PZ
Item_1676,OLIVI GRAPE SEED OIL 500ml,1101,Aceite PU,Abarrotes,Venta,PZ
Item_1677,NO,1103,Aceites,Abarrotes,Venta,PZ
Item_1678,NO,1103,Aceites,Abarrotes,Venta,PZ
Item_1679,ACE-031NoHab,1103,Aceites,Abarrotes,Venta,PZ
Item_1680,NO,1103,Aceites,Abarrotes,Venta,PZ
Item_1681,NO,1103,Aceites,Abarrotes,Venta,PZ
Item_1682,NO,1103,Aceites,Abarrotes,Venta,PZ
Item_1683,NO,1103,Aceites,Abarrotes,Venta,PZ
Item_1684,SOL OIL GALLON 20 LITERS,1502,[M] Base,Abarrotes,Base,GAL
Item_1685,EXT VIRG LA GLORIA OIL 500M,1103,Aceites,Abarrotes,Venta,KG
Item_1686,INDALO OIL 200ML EXT VIRGIN,1103,Aceites,Abarrotes,Venta,PZ
Item_1687,INDALO OIL 500ML EXT VIRGIN,1103,Aceites,Abarrotes,Venta,PZ
Item_1688,INDALO OIL 1LTO EXT VIRGIN,1103,Aceites,Abarrotes,Venta,PZ
Item_1689,ACEITE EXT VIR CARBONEL 500ml,1103,Aceites,Abarrotes,Venta,PZ
Item_1690,IBARRA YELLOW OIL 250ml,1103,Aceites,Abarrotes,Venta,PZ
Item_1691,IBARRA YELLOW OIL 500ml,1103,Aceites,Abarrotes,Venta,PZ
Item_1692,IBARRA YELLOW OIL 1000ml,1103,Aceites,Abarrotes,Venta,PZ
Item_1693,CRYSTAL OIL W/20 LITERS,1502,[M] Base,Abarrotes,Base,GAL
Item_1694,EXT VIRGIN OIL 512ml C/24PZ,1103,Aceites,Abarrotes,Venta,PZ
Item_1695,EXT VIRGIN OIL 52ml C/20PZ,1103,Aceites,Abarrotes,Venta,PZ
Item_1696,BULK GRAPE SEED OIL,1101,Aceite PU,Abarrotes,Venta,GAL
Item_1697,CLASSIC CARBONEL OIL C-12PZ,1103,Aceites,Abarrotes,Venta,PZ
Item_1698,OLIVE ACEITE FIG 195ml C/24K,1103,Aceites,Abarrotes,Venta,PZ
Item_1699,ACEITE EXT VIR IBARR 250ml 12p,1103,Aceites,Abarrotes,Venta,PZ
Item_1700,EXT VIR IBARR OIL 500ml 12p,1103,Aceites,Abarrotes,Venta,PZ
Item_1701,EXT VIR IBARR OIL 750ml 12p,1103,Aceites,Abarrotes,Venta,PZ
Item_1702,EXT VIR IBARR OIL 1L 12p,1103,Aceites,Abarrotes,Venta,PZ
Item_1703,AVOCADO OIL 250ML,1102,Aceite Aguacate,Abarrotes,Venta,PZ
Item_1704,AVOCADO OIL 500ML,1102,Aceite Aguacate,Abarrotes,Venta,KG
Item_1705,AVOCADO OIL 1L,1102,Aceite Aguacate,Abarrotes,Venta,PZ
Item_1706,PEANUT OIL G/18L,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_1707,ACEITE PEPITA GRAPES 250ML OLIVES,1101,Aceite PU,Abarrotes,Venta,PZ
Item_1708,CORDOBESA OLIVE OIL GALLON,1103,Aceites,Abarrotes,Venta,PZ
Item_1709,ACEITE PEPITA GRAPE RUI 250ml,1101,Aceite PU,Abarrotes,Venta,PZ
Item_1710,RUIMEX GRAPE SEED OIL 1L,1101,Aceite PU,Abarrotes,Venta,PZ
Item_1711,AVOCADO OIL 500ML,1102,Aceite Aguacate,Abarrotes,Venta,PZ
Item_1712,GALLON COLD PRESSED GRAPE OIL,1103,Aceites,Abarrotes,Venta,GAL
Item_1713,ACEITE CARBONEL 100ml EXT 24PZ,1103,Aceites,Abarrotes,Venta,PZ
Item_1714,GRAPE SEED OIL 250ml PreFri,1101,Aceite PU,Abarrotes,Venta,PZ
Item_1715,GRAPE SEED OIL 1 L PreFri,1101,Aceite PU,Abarrotes,Venta,PZ
Item_1716,NO,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1717,FIVE STAR OLIVES 1 KG C/12,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1718,ACEITUNA FIVE STAR 120gms c/24,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1719,FIVE STAR OLIVE 250 GMS C24,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1720,FIVE STAR OLIVE 345 GMSC/12,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1721,ACEITUNA FIVE STAR 70 GMS C/48,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1722,FIVE STAR STUFFED OLIVES 1kg,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1723,FIVE STAR OLIVE STUFFED 250,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1724,FIVE STAR OLIVE STUFFED 450,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1725,FIVE STAR OLIVES S/H 1Kg,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1726,FIVE OLIVES and BONELESS fiku,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1727,FIVE STAR PONELESS OLIVES,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1728,do not use,1104,Aceitunas,Abarrotes,Venta,KG
Item_1729,OLIVE SLICE OLIVE TREES C/15k,1104,Aceitunas,Abarrotes,Venta,KG
Item_1730,RUIMEX WITHOUT PITLE OLIVES 14Kg,1104,Aceitunas,Abarrotes,Venta,KG
Item_1731,VERMEX OLIVE 1 KG,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1732,VERMEX OLIVE 120 GMS,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1733,VERMEX OLIVE 240 GMS,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1734,VERMEX OLIVE 70 GMS,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1735,BLACK VERMEX OLIVE 1 KG,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1736,STUFFED VERMEX OLIVE 1 KG,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1737,VERMEX OLIVE FILLED 250 ML,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1738,VERMEX OLIVES S/H 1 KG,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1739,VERMEX OLIVE S/H 240GMS,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1740,GORDAL OLIVE C/H C/12Kg,1104,Aceitunas,Abarrotes,Venta,KG
Item_1741,PONELESS OLIVE C-10k,1104,Aceitunas,Abarrotes,Venta,KG
Item_1742,OLIVE W/STONE #5 W/12K,1104,Aceitunas,Abarrotes,Venta,KG
Item_1743,OLIVE C/H NUM 4-2 10 KILOS,1104,Aceitunas,Abarrotes,Venta,KG
Item_1744,OLIVE C/H NUMBER 3 C/12KG,1104,Aceitunas,Abarrotes,Venta,KG
Item_1745,GREEN OLIVE 300gms C/28pz,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1746,BLACK OLIVE 300gms c/28PZ,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1747,BLACK VERMEX OLIVE 120ML,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1748,BLACK VERMEX OLIVE 240kg,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1749,PONELESS OLIVES 120 VERMEX,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1750,ACEI-054NoHab,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1751,cancellation,1104,Aceitunas,Abarrotes,Venta,KG
Item_1752,expired olive,1104,Aceitunas,Abarrotes,Venta,KG
Item_1753,FIVE STAR OLIVES 450GRMS,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1754,SLICED OLIVE C/12 KG,1104,Aceitunas,Abarrotes,Venta,KG
Item_1755,STUFFED SERRANO OLIVES 250gm,1104,Aceitunas,Abarrotes,Venta,KG
Item_1756,VERMEX STUFFED OLIVES C-24PZ,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1757,OLIVE NUM 4 OLIVES C/15K,1104,Aceitunas,Abarrotes,Venta,KG
Item_1758,DO NOT USE,1104,Aceitunas,Abarrotes,Venta,KG
Item_1759,ACEITUNA FIVE STAR 250gms S/H,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1760,STUFFED OLIVE 12k,1104,Aceitunas,Abarrotes,Venta,KG
Item_1761,RELL SERRANO OLIVES 110G,1104,Aceitunas,Abarrotes,Venta,KG
Item_1762,LARGE OLIVE WITHOUT PITLE W/12K,1104,Aceitunas,Abarrotes,Venta,KG
Item_1763,ACEITUNA VANOLI 80gms C-48P,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1764,ZERO GRAY OLIVE W/STONE 12K,1104,Aceitunas,Abarrotes,Venta,KG
Item_1765,Achiote Anita 1 KG,1212,Achiotes,Abarrotes,Venta,PZ
Item_1766,ANITA ACHIOTE 110 GMS,1212,Achiotes,Abarrotes,Venta,PZ
Item_1767,ACHIOTE EL CRIOLLO 1 KG,1212,Achiotes,Abarrotes,Venta,PZ
Item_1768,ACHI-004NoHab,1212,Achiotes,Abarrotes,Venta,PZ
Item_1769,ACHIOTE MERIDA 1 KG,1212,Achiotes,Abarrotes,Venta,KG
Item_1770,ACHIOTE MERIDA 110 GMS,1212,Achiotes,Abarrotes,Venta,PZ
Item_1771,YUCATECAN ACHIOTE 1 KG,1212,Achiotes,Abarrotes,Venta,PZ
Item_1772,ACHIOTE YUCATECO 100 GMS,1212,Achiotes,Abarrotes,Venta,PZ
Item_1773,ACHIOTE SEED,8020,Achiote,Semillas,Venta,KG
Item_1774,MARIN ACHIOTE 1KG,1212,Achiotes,Abarrotes,Venta,PZ
Item_1775,ACHIOTE MARIN 110 GR,1212,Achiotes,Abarrotes,Venta,PZ
Item_1776,CHILMOLE,1212,Achiotes,Abarrotes,Venta,KG
Item_1777,CHILMOLE ANITA 50 PZ,1212,Achiotes,Abarrotes,Venta,PZ
Item_1778,GROUND ACHIOTE,5004,Especias M,Producción,Procesadora,KG
Item_1779,available,8020,Achiote,Semillas,Venta,KG
Item_1780,PURE GROUND ACHIOTE,5004,Especias M,Producción,Procesadora,KG
Item_1781,ACHIOTE SEASONED IN PASTE,1212,Achiotes,Abarrotes,Venta,KG
Item_1782,DO NOT USE,1212,Achiotes,Abarrotes,Venta,KG
Item_1783,ANITA HABANERO ACHIOTE 110GMS,1212,Achiotes,Abarrotes,Venta,PZ
Item_1784,ACHIOTE LA Bulk 110gms,1212,Achiotes,Abarrotes,Venta,PZ
Item_1785,ACHIOTE LA Bulk 1K,1212,Achiotes,Abarrotes,Venta,PZ
Item_1786,CITRIC ACID b-25k,1503,[M] Aditivos,Abarrotes,Materiales,KG
Item_1787,ACETIC ACID,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_1788,DO NOT USE PASSWORD,3055,Moles DP,Especias,Venta,KG
Item_1789,DO NOT USE PASSWORD,3055,Moles DP,Especias,Venta,KG
Item_1790,DO NOT USE PASSWORD,3055,Moles DP,Especias,Venta,KG
Item_1791,NO,3055,Moles DP,Especias,Venta,KG
Item_1792,AJINOMOTO,3090,Especia S/C,Especias,Venta,KG
Item_1793,WHOLE GARLIC,1502,[M] Base,Abarrotes,Base,KG
Item_1794,GROUND GARLIC WITH SALT,5007,Molidos,Producción,IProceso,KG
Item_1795,GROUND GARLIC WITHOUT SALT,5007,Molidos,Producción,IProceso,KG
Item_1796,NO,5007,Molidos,Producción,Procesadora,KG
Item_1797,NO,5007,Molidos,Producción,Procesadora,KG
Item_1798,DO NOT USE PASSWORD,5007,Molidos,Producción,Procesadora,KG
Item_1799,NO,5007,Molidos,Producción,Procesadora,KG
Item_1800,NO,5007,Molidos,Producción,Procesadora,KG
Item_1801,DEHYDRATED FILLETIED GARLIC,1501,[M] Subproductos,Abarrotes,Materiales,KG
Item_1802,FRIED FILLETED GARLIC,1501,[M] Subproductos,Abarrotes,IProceso,KG
Item_1803,PURE GROUND GARLIC B/25K,5007,Molidos,Producción,Procesadora,KG
Item_1804,SESAME INES/TREBOL BLA B-25k,8001,Ajonjoli,Semillas,Venta,KG
Item_1805,CREAMY SESAME W/20kg,8001,Ajonjoli,Semillas,Venta,KG
Item_1806,SESAME WITHOUT CUTICLE B/25K,8001,Ajonjoli,Semillas,Venta,KG
Item_1807,BLACK SESAME B/25K,8001,Ajonjoli,Semillas,Venta,KG
Item_1808,do not use,8001,Ajonjoli,Semillas,Venta,KG
Item_1809,GARAPINATED SESAME 1 KG,5030,Dulces,Producción,Procesadora,KG
Item_1810,WHITE SESAME WARRIOR B/25k,8001,Ajonjoli,Semillas,Venta,KG
Item_1811,DO NOT USE PASSWORD,8001,Ajonjoli,Semillas,Venta,KG
Item_1812,SESAME IN PASTE DON PANCHO,3090,Especia S/C,Especias,Venta,KG
Item_1813,do not use,3090,Especia S/C,Especias,Venta,KG
Item_1814,NO,8001,Ajonjoli,Semillas,Venta,KG
Item_1815,SESAME C/C BAKERY B/25K,8001,Ajonjoli,Semillas,Venta,KG
Item_1816,SESAME WITH CUTICLE,8001,Ajonjoli,Semillas,Venta,KG
Item_1817,ROASTED SESAME IN PASTE CC,8001,Ajonjoli,Semillas,Venta,KG
Item_1818,FIELD SESAME,8001,Ajonjoli,Semillas,Venta,KG
Item_1819,SESAME WITHOUT CUTICLE IN PASTE,3090,Especia S/C,Especias,Venta,KG
Item_1820,GROUND BASIL,5008,Hojas M,Producción,Procesadora,KG
Item_1821,WHOLE BASIL,3030,Hojas,Especias,Venta,KG
Item_1822,ALBERJON ORO AMARILLO,8014,Alberjon,Semillas,Venta,KG
Item_1823,ALCAPARRA FIVE STAR 70G 48pz,1105,Alcaparras,Abarrotes,Venta,PZ
Item_1824,FIVE CARPERS/FIKU 140gm 24pz,1105,Alcaparras,Abarrotes,Venta,PZ
Item_1825,ALCAPARRA FIVE STAR 250 GMS,1105,Alcaparras,Abarrotes,Venta,PZ
Item_1826,ALCAPARRA FIVE STAR 450GMS,1105,Alcaparras,Abarrotes,Venta,PZ
Item_1827,ALCAPARRA FIVE STAR 1 KG,1105,Alcaparras,Abarrotes,Venta,PZ
Item_1828,CAPER VERMEX 75 GMS,1105,Alcaparras,Abarrotes,Venta,PZ
Item_1829,CAPER VERMEX 120 GMS,1105,Alcaparras,Abarrotes,Venta,PZ
Item_1830,VERMEX CAPER 1 KG,1105,Alcaparras,Abarrotes,Venta,PZ
Item_1831,NO,1104,Aceitunas,Abarrotes,Venta,PZ
Item_1832,ALCOHOL PROCESS,1503,[M] Aditivos,Abarrotes,Materiales,LT
Item_1833,ALEG-001NoHab,8001,Ajonjoli,Semillas,Venta,PZ
Item_1834,NO,1222,Aves,Abarrotes,Venta,KG
Item_1835,NO,1222,Aves,Abarrotes,Venta,KG
Item_1836,NO,1222,Aves,Abarrotes,Venta,Pz
Item_1837,ALIM MARVEL VITAMINADO,1222,Aves,Abarrotes,Venta,PZ
Item_1838,MARVEL POWER FOR PEN CHANGE,1222,Aves,Abarrotes,Venta,PZ
Item_1839,MARVEL FOOD FOR POSTURE,1222,Aves,Abarrotes,Venta,PZ
Item_1840,ALIM MARVEL P/CANTO,1222,Aves,Abarrotes,Venta,PZ
Item_1841,MARVEL FOOD FOR CHILDREN,1222,Aves,Abarrotes,Venta,PZ
Item_1842,ALIM MARVEL VITACLARIN,1222,Aves,Abarrotes,Venta,PZ
